Listing_ID,Neighbourhood,Latitude,Longitude,Room_Type,Property_Type,Date,Month,Season,Price_Per_Night_INR,Cleaning_Fee_INR,Availability_365,Minimum_Nights,Occupancy_Rate,Number_Of_Bookings,Average_Stay_Length,Revenue_Estimated_INR,Review_Count,Review_Score_Rating,Guest_Origin_Country,Event_Flag,Price_Band,Rating_Band,Occupancy_Band,Revenue_Per_Available_Day_INR
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-03-01,3,Spring,3280,268,238,2,0.54,17,3,55760,296,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),234.28571428571428
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-04-01,4,Spring,3747,268,238,2,0.36,11,2,41217,63,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),173.18067226890756
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-05-01,5,Spring,2910,268,238,2,0.32,10,2,29100,300,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),122.26890756302521
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-06-01,6,Summer,3262,268,238,2,0.55,16,4,52192,178,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),219.2941176470588
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-07-01,7,Monsoon,3019,268,238,2,0.4,12,2,36228,144,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),152.21848739495798
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-08-01,8,Monsoon,2664,268,238,2,0.43,13,2,34632,145,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),145.51260504201682
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-09-01,9,Autumn,3326,268,238,2,0.62,19,3,63194,0,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),265.52100840336135
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-10-01,10,Autumn,3065,268,238,2,0.55,17,5,52105,237,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),218.92857142857142
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-11-01,11,Winter,3428,268,238,2,0.17,5,3,17140,222,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Low (≤25%),72.01680672268908
414,Richmond Town,12.890062,77.613409,Entire home/apt,Independent House,2024-12-01,12,Winter,3841,268,238,2,0.1,3,2,11523,229,3.9,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Low (≤25%),48.41596638655462
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-01-01,1,Winter,5626,304,211,3,0.75,23,1,129398,208,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),613.260663507109
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-02-01,2,Winter,4312,304,211,3,0.52,15,2,64680,101,3.4,India,0,Premium (₹4K–₹7K),Below 3.5,High (51–75%),306.54028436018956
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-03-01,3,Spring,4397,304,211,3,0.53,16,3,70352,139,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),333.4218009478673
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-04-01,4,Spring,4732,304,211,3,0.38,11,3,52052,237,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),246.69194312796208
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-05-01,5,Spring,4546,304,211,3,0.65,20,2,90920,325,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),430.90047393364927
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-06-01,6,Summer,4139,304,211,3,0.68,20,2,82780,291,4.6,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),392.3222748815166
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-07-01,7,Monsoon,3927,304,211,3,0.57,18,2,70686,105,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),335.0047393364929
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-08-01,8,Monsoon,3653,304,211,3,0.5,16,2,58448,238,4.9,USA,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),277.0047393364929
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-09-01,9,Autumn,4162,304,211,3,0.65,20,2,83240,179,4.8,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),394.50236966824644
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-10-01,10,Autumn,4191,304,211,3,0.72,22,3,92202,236,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),436.97630331753555
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-11-01,11,Winter,4551,304,211,3,0.58,17,2,77367,40,4.5,Australia,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),366.66824644549763
415,Kalyan Nagar,13.026486,77.565697,Entire home/apt,Apartment,2024-12-01,12,Winter,5135,304,211,3,0.5,16,3,82160,268,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),389.38388625592415
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-01-01,1,Winter,2327,267,206,3,0.65,20,5,46540,134,5.0,Singapore,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),225.92233009708738
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-02-01,2,Winter,1745,267,206,3,0.81,23,2,40135,113,4.4,India,0,Budget (≤₹2K),4.0–4.49,Very High (>75%),194.83009708737865
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-03-01,3,Spring,1994,267,206,3,0.67,21,2,41874,37,4.3,Germany,0,Budget (≤₹2K),4.0–4.49,High (51–75%),203.27184466019418
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-04-01,4,Spring,2173,267,206,3,0.5,15,2,32595,62,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),158.22815533980582
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-05-01,5,Spring,2134,267,206,3,0.51,16,4,34144,301,3.9,India,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),165.74757281553397
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-06-01,6,Summer,2100,267,206,3,0.38,11,3,23100,132,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),112.13592233009709
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-07-01,7,Monsoon,2029,267,206,3,0.38,12,2,24348,115,3.6,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),118.19417475728156
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-08-01,8,Monsoon,1915,267,206,3,0.51,16,2,30640,209,4.4,India,0,Budget (≤₹2K),4.0–4.49,High (51–75%),148.7378640776699
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-09-01,9,Autumn,1928,267,206,3,0.59,18,3,34704,346,4.2,France,0,Budget (≤₹2K),4.0–4.49,High (51–75%),168.46601941747574
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-10-01,10,Autumn,2285,267,206,3,0.34,11,3,25135,87,4.7,India,1,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),122.01456310679612
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-11-01,11,Winter,2118,267,206,3,0.44,13,2,27534,215,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),133.6601941747573
416,Yeshwanthpur,12.94469,77.554604,Entire home/apt,Serviced Apartment,2024-12-01,12,Winter,2690,267,206,3,0.41,13,3,34970,111,4.3,Netherlands,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),169.75728155339806
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-01-01,1,Winter,5346,305,133,1,0.83,26,5,138996,292,4.3,India,1,Premium (₹4K–₹7K),4.0–4.49,Very High (>75%),1045.0827067669172
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-02-01,2,Winter,4484,305,133,1,0.61,18,2,80712,245,4.8,UK,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),606.8571428571429
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-03-01,3,Spring,5412,305,133,1,0.32,10,2,54120,154,4.8,UAE,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),406.9172932330827
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-04-01,4,Spring,5168,305,133,1,0.55,16,3,82688,98,4.8,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),621.7142857142857
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-05-01,5,Spring,4750,305,133,1,0.36,11,3,52250,211,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),392.85714285714283
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-06-01,6,Summer,4253,305,133,1,0.4,12,2,51036,299,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),383.7293233082707
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-07-01,7,Monsoon,4491,305,133,1,0.53,16,3,71856,19,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),540.2706766917294
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-08-01,8,Monsoon,4393,305,133,1,0.53,16,1,70288,142,4.0,India,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),528.4812030075188
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-09-01,9,Autumn,4481,305,133,1,0.78,23,4,103063,195,4.5,UAE,0,Premium (₹4K–₹7K),4.0–4.49,Very High (>75%),774.9097744360902
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-10-01,10,Autumn,4950,305,133,1,0.68,21,2,103950,312,4.2,India,1,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),781.578947368421
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-11-01,11,Winter,4574,305,133,1,0.44,13,1,59462,182,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),447.0827067669173
417,Brigade Road,12.933055,77.730127,Entire home/apt,Independent House,2024-12-01,12,Winter,6600,305,133,1,0.72,22,3,145200,104,4.8,USA,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),1091.7293233082708
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-01-01,1,Winter,3659,535,252,5,0.83,26,5,95134,284,5.0,UAE,0,Mid-range (₹2K–₹4K),4.5–5.0,Very High (>75%),377.515873015873
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-02-01,2,Winter,2457,535,252,5,0.38,11,1,27027,293,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),107.25
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-03-01,3,Spring,2839,535,252,5,0.59,18,4,51102,133,4.3,USA,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),202.78571428571428
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-04-01,4,Spring,3441,535,252,5,0.83,25,3,86025,96,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Very High (>75%),341.3690476190476
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-05-01,5,Spring,3143,535,252,5,0.77,24,2,75432,198,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Very High (>75%),299.3333333333333
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-06-01,6,Summer,2351,535,252,5,0.51,15,1,35265,277,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),139.9404761904762
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-07-01,7,Monsoon,2517,535,252,5,0.56,17,1,42789,104,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),169.79761904761904
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-08-01,8,Monsoon,2580,535,252,5,0.36,11,2,28380,208,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),112.61904761904762
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-09-01,9,Autumn,2665,535,252,5,0.57,17,3,45305,69,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),179.78174603174602
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-10-01,10,Autumn,2508,535,252,5,0.5,16,2,40128,158,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),159.23809523809524
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-11-01,11,Winter,2650,535,252,5,0.68,20,2,53000,335,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),210.31746031746033
418,Rajajinagar,12.911506,77.628472,Entire home/apt,Studio,2024-12-01,12,Winter,3329,535,252,5,0.44,14,2,46606,339,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),184.94444444444446
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-01-01,1,Winter,4031,369,240,2,0.52,16,3,64496,143,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),268.73333333333335
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-02-01,2,Winter,3243,369,240,2,0.68,20,1,64860,334,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),270.25
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-03-01,3,Spring,3327,369,240,2,0.34,11,3,36597,249,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),152.4875
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-04-01,4,Spring,3079,369,240,2,0.86,26,2,80054,238,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Very High (>75%),333.55833333333334
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-05-01,5,Spring,2744,369,240,2,0.37,11,5,30184,154,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),125.76666666666667
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-06-01,6,Summer,2937,369,240,2,0.69,21,2,61677,79,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),256.9875
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-07-01,7,Monsoon,2342,369,240,2,0.41,13,3,30446,187,5.0,Canada,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),126.85833333333333
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-08-01,8,Monsoon,2578,369,240,2,0.71,22,2,56716,286,4.4,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),236.31666666666666
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-09-01,9,Autumn,2716,369,240,2,0.48,14,2,38024,200,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),158.43333333333334
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-10-01,10,Autumn,2796,369,240,2,0.56,17,2,47532,172,4.7,USA,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),198.05
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-11-01,11,Winter,2591,369,240,2,0.53,16,3,41456,101,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),172.73333333333332
419,Malleshwaram,13.012572,77.612082,Entire home/apt,Studio,2024-12-01,12,Winter,3507,369,240,2,0.55,17,3,59619,78,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),248.4125
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-01-01,1,Winter,6683,478,184,1,0.53,16,2,106928,112,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),581.1304347826087
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-02-01,2,Winter,5174,478,184,1,0.58,17,2,87958,62,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),478.0326086956522
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-03-01,3,Spring,5438,478,184,1,0.59,18,2,97884,233,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),531.9782608695652
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-04-01,4,Spring,5810,478,184,1,0.7,21,4,122010,224,4.9,Australia,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),663.0978260869565
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-05-01,5,Spring,4907,478,184,1,0.66,20,2,98140,244,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),533.3695652173913
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-06-01,6,Summer,4914,478,184,1,0.54,16,2,78624,161,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),427.30434782608694
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-07-01,7,Monsoon,4568,478,184,1,0.83,26,3,118768,88,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Very High (>75%),645.4782608695652
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-08-01,8,Monsoon,4564,478,184,1,0.77,24,2,109536,28,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Very High (>75%),595.304347826087
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-09-01,9,Autumn,4972,478,184,1,0.88,26,4,129272,118,4.6,USA,0,Premium (₹4K–₹7K),4.5–5.0,Very High (>75%),702.5652173913044
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-10-01,10,Autumn,5161,478,184,1,0.47,15,3,77415,132,5.0,Germany,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),420.73369565217394
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-11-01,11,Winter,5261,478,184,1,0.69,21,1,110481,138,4.3,USA,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),600.4402173913044
420,Indiranagar,12.753777,77.570382,Shared room,Independent House,2024-12-01,12,Winter,6613,478,184,1,0.74,23,5,152099,67,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),826.625
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-01-01,1,Winter,1934,387,126,5,0.59,18,3,34812,83,4.3,India,0,Budget (≤₹2K),4.0–4.49,High (51–75%),276.2857142857143
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-02-01,2,Winter,2042,387,126,5,0.51,15,1,30630,191,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),243.0952380952381
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-03-01,3,Spring,1876,387,126,5,0.72,22,4,41272,211,5.0,UAE,0,Budget (≤₹2K),4.5–5.0,High (51–75%),327.55555555555554
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-04-01,4,Spring,1765,387,126,5,0.62,19,2,33535,279,5.0,India,0,Budget (≤₹2K),4.5–5.0,High (51–75%),266.1507936507937
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-05-01,5,Spring,1812,387,126,5,0.58,18,3,32616,52,4.8,France,0,Budget (≤₹2K),4.5–5.0,High (51–75%),258.85714285714283
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-06-01,6,Summer,1807,387,126,5,0.32,10,2,18070,325,5.0,India,0,Budget (≤₹2K),4.5–5.0,Moderate (26–50%),143.4126984126984
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-07-01,7,Monsoon,1219,387,126,5,0.51,16,2,19504,133,5.0,India,0,Budget (≤₹2K),4.5–5.0,High (51–75%),154.79365079365078
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-08-01,8,Monsoon,1548,387,126,5,0.47,15,3,23220,307,4.9,UAE,0,Budget (≤₹2K),4.5–5.0,Moderate (26–50%),184.28571428571428
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-09-01,9,Autumn,1629,387,126,5,0.39,12,2,19548,135,4.6,India,0,Budget (≤₹2K),4.5–5.0,Moderate (26–50%),155.14285714285714
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-10-01,10,Autumn,1763,387,126,5,0.38,12,2,21156,277,4.8,India,0,Budget (≤₹2K),4.5–5.0,Moderate (26–50%),167.9047619047619
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-11-01,11,Winter,1891,387,126,5,0.52,16,2,30256,346,4.4,India,0,Budget (≤₹2K),4.0–4.49,High (51–75%),240.12698412698413
421,MG Road,13.078619,77.689866,Private room,Apartment,2024-12-01,12,Winter,2342,387,126,5,0.75,23,2,53866,258,4.4,Singapore,1,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),427.5079365079365
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-01-01,1,Winter,5531,384,277,5,0.56,17,3,94027,144,4.1,USA,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),339.4476534296029
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-02-01,2,Winter,4193,384,277,5,0.61,18,3,75474,75,5.0,Canada,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),272.46931407942236
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-03-01,3,Spring,4617,384,277,5,0.68,21,2,96957,321,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),350.02527075812276
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-04-01,4,Spring,4735,384,277,5,0.78,23,3,108905,39,4.8,Germany,0,Premium (₹4K–₹7K),4.5–5.0,Very High (>75%),393.15884476534296
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-05-01,5,Spring,4037,384,277,5,0.47,15,1,60555,43,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),218.6101083032491
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-06-01,6,Summer,4313,384,277,5,0.38,11,1,47443,271,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),171.27436823104694
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-07-01,7,Monsoon,3996,384,277,5,0.71,22,3,87912,120,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),317.3718411552347
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-08-01,8,Monsoon,4351,384,277,5,0.68,21,5,91371,283,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),329.85920577617327
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-09-01,9,Autumn,4122,384,277,5,0.41,12,4,49464,314,4.6,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),178.57039711191337
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-10-01,10,Autumn,4188,384,277,5,0.81,25,4,104700,37,5.0,India,1,Premium (₹4K–₹7K),4.5–5.0,Very High (>75%),377.97833935018053
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-11-01,11,Winter,4411,384,277,5,0.38,11,4,48521,149,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),175.16606498194946
422,Yeshwanthpur,12.939519,77.690799,Entire home/apt,Villa,2024-12-01,12,Winter,5607,384,277,5,0.47,15,3,84105,115,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),303.6281588447653
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-01-01,1,Winter,4946,307,136,5,0.51,16,2,79136,89,4.6,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),581.8823529411765
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-02-01,2,Winter,4275,307,136,5,0.4,12,2,51300,130,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),377.20588235294116
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-03-01,3,Spring,4483,307,136,5,0.63,20,3,89660,93,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),659.2647058823529
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-04-01,4,Spring,4212,307,136,5,0.63,19,2,80028,148,3.9,India,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),588.4411764705883
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-05-01,5,Spring,4325,307,136,5,0.51,16,2,69200,90,3.9,India,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),508.8235294117647
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-06-01,6,Summer,3973,307,136,5,0.59,18,2,71514,133,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),525.8382352941177
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-07-01,7,Monsoon,3666,307,136,5,0.64,20,3,73320,98,4.4,UAE,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),539.1176470588235
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-08-01,8,Monsoon,3475,307,136,5,0.48,15,3,52125,0,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),383.2720588235294
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-09-01,9,Autumn,4406,307,136,5,0.23,7,4,30842,103,4.9,Netherlands,0,Premium (₹4K–₹7K),4.5–5.0,Low (≤25%),226.77941176470588
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-10-01,10,Autumn,4119,307,136,5,0.67,21,2,86499,226,4.3,Singapore,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),636.0220588235294
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-11-01,11,Winter,3716,307,136,5,0.62,19,2,70604,265,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),519.1470588235294
423,Richmond Town,12.9469,77.658333,Entire home/apt,Villa,2024-12-01,12,Winter,4809,307,136,5,0.33,10,3,48090,169,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),353.6029411764706
424,Indiranagar,13.044073,77.634155,Entire home/apt,Studio,2024-01-01,1,Winter,4716,417,258,1,0.54,17,3,80172,160,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),310.74418604651163
424,Indiranagar,13.044073,77.634155,Entire home/apt,Studio,2024-02-01,2,Winter,3565,417,258,1,0.57,17,2,60605,319,4.1,USA,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),234.9031007751938
